index,hash,aspect_pos,aspect_pos_string,stance,topic,sentence
1424,bcdbfc0734b4a0b97fa7b8c6f0e22e00,"['(0,15)', '(66,8)', '(88,9)', '(102,14)']","['Decommissioning', 'accident', 'expensive', 'time-consuming']",Argument_against,nuclear energy,Decommissioning at nuclear sites which have experienced a serious accident are the most expensive and time-consuming .
1425,825ba9d8c3478efa2eca7fef4cfc2e42,"['(131,11)', '(163,7)', '(171,9)']","['liabilities', 'nuclear', 'accidents']",Argument_against,nuclear energy,"[ third-party source needed ] No private insurance company or even consortium of insurance companies "" would shoulder the fearsome liabilities arising from severe nuclear accidents "" ."
1426,9775ba70f528fb230c3c89f4db02624e,"['(48,26)']",['difficult to find uniforms'],Argument_for,school uniforms,"Years ago , parents also complained that it was difficult to find uniforms , but that ceased to be an issue after large chain stores like Target and Wal-Mart began selling them ."
1427,29af23511f3bf3ace9daad70a3c8f3d1,"['(41,9)']",['Kids Hate'],Argument_against,school uniforms,School Uniforms Should Be Banned Because Kids Hate Them .
1428,27f1e1c4ba98a11c9d924a88156913d7,"['(50,24)']",['violate the Constitution'],Argument_against,school uniforms,"People do n’t take this seriously , that uniforms violate the Constitution ."
1429,12b74060e8c375c985772b41810838f3,['no_Aspect'],['no_Aspect'],Argument_for,school uniforms,"The idea of a school uniform is that students wear the uniform at school , but do not wear the uniform , say , at a disco or other events outside school ."
1430,e779b1a56599593764baaf4549cf1176,"['(55,4)', '(60,5)', '(81,7)', '(98,6)']","['feel', 'proud', 'feeling', 'belong']",Argument_for,school uniforms,Another advantage of wearing school uniform is you can feel proud because of the feeling that you belong to a certain school .
1431,7320c72a0b7b9e56213d996d76153520,"['(73,16)', '(115,4)']","['vested interests', 'safe']",Argument_against,marijuana legalization,Voters considering legalizing marijuana on Election Day should look past vested interests ’ view that marijuana is safe .
1432,8cebe87088741284f9c1c302857bf33f,"['(41,8)', '(54,8)', '(87,8)']","['compound', 'problems', 'drug use']",Argument_against,marijuana legalization,Legalizing marijuana would serve only to compound the problems already associated with drug use .
1433,191e7842221e6d6fb52bd42fa17f2fca,"['(21,23)', '(142,7)']","['smoking and alcohol use', 'gateway']",Argument_for,marijuana legalization,"But because underage smoking and alcohol use typically precede marijuana use , marijuana is not the most common , and is rarely the first , “ gateway ” to illicit drug use ."
1434,b5689ad4340efa39d04e106b6e3a2af0,"['(52,9)', '(71,5)', '(77,12)', '(140,11)']","['dangerous', 'lacks', 'FDA-approval', 'unnecessary']",Argument_against,marijuana legalization,"Opponents of medical marijuana argue that it is too dangerous to use , lacks FDA-approval , and that various legal drugs make marijuana use unnecessary ."
1435,84898a53a301755bfdeff747a8ec60cf,['no_Aspect'],['no_Aspect'],Argument_against,marijuana legalization,"R. Gil Kerlikowske , ONDCP Director , Remarks to the California Police Chiefs Conference : Why Marijuana Legalization Would Compromise Public Health and Public Safety ( March 4 , 2010 ) , available at http://www.ondcp.gov/news/speech10/030410_Chief.pdf ."
1436,55a2957f0d041b91fad641cb0f3ee314,"['(14,13)', '(90,6)']","['individuality', 'valued']",Argument_against,cloning,"Concerns over individuality have also been raised ; whereas naturally occurring twins are valued as individuals , one worry is that embryos created through artificial twinning , precisely because of the synthetic nature of their genesis , may not be as valued ( McCormick , 1994 ) ."
1437,92461daf5b9c0788acc147701211e3ff,"['(10,13)', '(43,15)']","['living longer', 'social problems']",Argument_against,cloning,"In fact , living longer is already causing social problems in the world today , so to artificially extend everybody ’s time on Earth might cause even more problems further down the line , problems that we can not possibly predict ."
1438,72c7c06dc4ca64f236f5b8e5088fb50e,"['(31,4)', '(39,9)']","['lack', 'diversity']",Argument_against,cloning,Reproductive cloning creates a lack of diversity within the human population .
1439,73f8d33ef221f1254c5988cc3dd27b4a,"['(116,9)', '(149,8)', '(161,13)']","['unethical', 'contrary', 'human dignity']",Argument_against,cloning,"According to the Andrews Report , the ‘ most common reason for regarding human cloning for reproductive purposes as unethical was that it would be “ contrary to human dignity ”’ ."
1440,428aabe3d87cb9ee9875b99e7f37c102,"['(31,5)', '(65,27)', '(114,5)']","['cruel', 'control the natural process', 'cruel']",Argument_against,cloning,"Remember guys that life is not cruel , its the people who try to control the natural process of life that make it cruel ."
1441,09d220daad10a7ca2acf09fedd711abe,"['(77,16)']",['servile attitude'],Argument_for,school uniforms,It goes like this : students waering uniforms will be accustomed to taking a servile attitude which will help them find work later in life .
1442,b26ba0ccc52ed070d48998f5884b58ad,"['(24,6)', '(31,10)']","['reject', 'uniformity']",Argument_against,school uniforms,"Well-paid work tends to reject uniformity , and for good reason , the demands of the future include qualities such as assertiveness , creativity , individuality , originality , a spontaneous personality , being a self-starter , taking initiatives , being able to cope with change , etc ."
1443,e29574c9f9d7d5e7bd272bff5fe88450,"['(12,5)', '(23,7)']","['never', 'bullied']",Argument_against,school uniforms,"But , I ’ve never been bullied because of what I wear ."
1444,8f050967936da1685c1b6e01091c3218,"['(205,17)', '(226,13)']","['medical psychosis', 'schizophrenia']",Argument_against,marijuana legalization,"Medical researchers in Sweden , Holland ( see this study and this one ) and New Zealand ( see this research and this paper ) found that people who used marijuana for a long time were more likely to suffer medical psychosis or schizophrenia ."
1445,c754cc79688972db6fed24cb0cf26a9a,"['(88,8)', '(111,21)']","['research', 'favoring legalization']",Argument_for,marijuana legalization,"These are the considerations that matter most to us , and to most parents , including — research shows — those favoring legalization ."
1446,d926d702851613f8a30b324ed4f99876,"['(60,5)', '(89,26)', '(135,13)']","['risks', 'brain development in youth', 'accessibility']",Argument_against,marijuana legalization,It cites recent students that it says has shed light on the risks marijuana use poses to brain development in youth and the dangers of accessibility of recreational marijuana in the home .
1447,607a769859f872899d53de5631c34628,"['(69,13)']",['hands of kids'],Argument_against,marijuana legalization,Legalization would increase the chances of the drug falling into the hands of kids .
1448,54ce2b76e6018b2e31754917e2fcc04c,"['(0,17)', '(32,20)', '(63,31)']","['Background checks', 'government databases', 'personal individual information']",Argument_for,gun control,"Background checks would require government databases that keep personal individual information on gun owners , including name , addresses , mental health history , criminal records , and more ."
1449,c5466b6bee093bfca2bf50427c763335,"['(7,8)', '(48,11)', '(161,11)', '(236,14)']","['security', 'advertising', 'advertising', 'immature youth']",Argument_against,gun control,"“ As a security measure , it does n’t seem like advertising that fact is a good idea , ” Adam Winkler says of avowedly gun-free campuses , though he adds that “ advertising a school ’s gun-free status does provide notice to potentially immature youth that they ’re not allowed to have guns . ”"
1450,86100e5d72889f7cca70e21008326b12,"['(100,16)']",['check their guns'],Argument_for,gun control,"Despite images of the "" Wild West "" from movies , cities in the frontier often required visitors to check their guns with the sheriff before entering the town ."
1451,56079cf8ddbd95c0e59b1b705eedff36,"['(52,20)', '(106,9)', '(120,15)']","['historical tradition', 'dangerous', 'unusual weapons']",Argument_for,gun control,We think that limitation is fairly supported by the historical tradition of prohibiting the carrying of ‘ dangerous and unusual weapons .
1452,d8ca4dc2c3bd43f2722e529c529655e9,"['(54,13)']",['consciousness'],Argument_against,death penalty,No one knows how long electrocuted individuals retain consciousness .
1453,5aa38c783c438ffe49015651809b7f1b,"['(119,6)', '(141,21)', '(202,10)', '(217,10)']","['abuses', 'constitutional errors', 'undermined', 'legitimacy']",Argument_against,death penalty,"Despite the efforts made over the past two decades since Gregg to protect the administration of the death penalty from abuses , the actual "" constitutional errors committed in state courts have gravely undermined the legitimacy of the death penalty as a punishment for crime . """
1454,c3dd040513661b772a0f864358c5557b,"['(55,14)']",['caught on fire'],Argument_against,death penalty,"Tafero ’s execution went horribly wrong , and his head caught on fire during the electrocution ."
1455,11b4f35f9089d8a3ecef694362e758c3,"['(53,16)']",['right to abandon'],Argument_for,death penalty,"Man did n't invent the death penalty , so man has no right to abandon it ."
1456,9ef94bebf511c95529484bfdae37d808,"['(0,22)', '(58,10)', '(87,15)']","['Appropriate Punishment', 'punishment', 'equal the crime']",Argument_for,death penalty,"Appropriate Punishment : It is commonly believed that the punishment of a crime should equal the crime , if possible ."
1457,23dd7f4219fad3397183bcce6955f897,"['(67,10)', '(87,10)']","['conviction', 'overturned']",Argument_for,death penalty,"In all these years ( more than 20 ) , I have only known of one FMR conviction that was overturned ."
1458,d1be07e9ae382fa87d34990b58c1623f,"['(114,15)']",['ended by Christ'],Argument_against,death penalty,Aquinas knew this and stated that such death penalties as those for personal sin along with ceremonial rites were ended by Christ .
1459,6451b4e80188399d3f1bcf2b70022f06,"['(141,10)', '(155,12)']","['protection', 'human rights']",Argument_against,death penalty,"The United States has yet to join the 35 signatories or 75 parties to the Protocol , trailing behind the world ’s leading democracies in the protection of human rights ."
1460,c7f23599fbf10b05d8cfe83fe623a462,"['(80,8)', '(95,16)', '(126,15)']","['changing', 'criminal ’s mind', 'innocent people']",Argument_against,death penalty,Capital punishment does not appear to be doing its job ; it does n’t seem to be changing every criminal ’s mind about killing innocent people .
1461,9a6ad02a122bae295e23cc062e6e0461,"['(60,15)']",['legal resources'],Argument_against,death penalty,"Also , poor and marginalized groups have less access to the legal resources needed to defend themselves ."
1462,e751aecef1800411ab7202d9d91e825e,"['(25,19)', '(120,15)']","['wear what they want', 'actual learning']",Argument_against,school uniforms,"The Bradford kids should wear what they want , their schools should let them – and then everyone could get on with some actual learning ."
